CAS,SMILES,Experimental value
79-11-8,O=C(O)CCl,0.22
79-14-1,O=C(O)CO,-1.11
79-20-9,O=C(OC)C,0.18
79-24-3,O=[N+]([O-])CC,0.18
79-31-2,O=C(O)C(C)C,0.94
79-34-5,C(C(Cl)Cl)(Cl)Cl,2.39
79-41-4,O=C(O)C(=C)C,0.93
79-43-6,O=C(O)C(Cl)Cl,0.92
79-46-9,O=[N+]([O-])C(C)C,0.93
79-60-7,O=C3C=C2CCC1C4CCC(O)(C(=O)CO)C4(C)(CC(=O)C1(F)C2(C)CC3),1.37
80-05-7,Oc1ccc(cc1)C(c2ccc(O)cc2)(C)C,3.32
80-08-0,O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2,0.97
80-11-5,O=NN(C)S(=O)(=O)c1ccc(cc1)C,0.58
80-17-1,O=S(=O)(NN)c1ccccc1,-0.14
80-26-2,O=C(OC(C)(C)C1CC=C(C)CC1)C,3.96
80-35-3,O=S(=O)(Nc1nnc(OC)cc1)c2ccc(N)cc2,0.32
80-40-0,O=S(=O)(OCC)c1ccc(cc1)C,1.81
80-56-8,C1=C(C)C2CC(C1)C2(C)(C),4.58
80-58-0,O=C(O)C(CC)Br,1.42
80-60-4,O=C(O)C(N)CC,-2.54
80-62-6,O=C(OC)C(=C)C,1.38
80-70-6,N=C(N(C)C)N(C)C,0.41
81-06-1,O=S(=O)(O)c2ccc1ccccc1c2(N),-0.97
81-07-2,O=C1NS(=O)(=O)c2ccccc12,0.91
81-16-3,O=S(=O)(O)c2c(N)ccc1ccccc12,-1.16
81-20-9,O=[N+]([O-])c1c(cccc1C)C,2.95
81-25-4,O=C(O)CCC(C)C2CCC3C4C(O)CC1CC(O)CCC1(C)C4(CC(O)C23(C)),2.02
81-92-5,Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccc3CO,3.27
82-05-3,O=C2c1ccccc1c4cccc3cccc2c34,4.81
82-07-5,O=C(O)C2c3ccccc3(Oc1ccccc12),2.23
82-38-2,O=C1c3ccccc3(C(=O)c2c(cccc12)NC),4.1
82-45-1,O=C1c3ccccc3(C(=O)c2c(N)cccc12),3.74
82-68-8,O=[N+]([O-])c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,4.64
82-86-0,O=C1C(=O)c3cccc2cccc1c23,1.95
83-12-5,O=C2c3ccccc3(C(=O)C2(c1ccccc1)),2.9
83-25-0,O=C2N(c1ccccc1)C(=O)CC2,0.06
83-32-9,c2cc1cccc3c1c(c2)CC3,3.92
83-34-1,c1ccc2c(c1)[nH]cc2C,2.6
83-40-9,O=C(O)c1cccc(c1(O))C,2.86
83-41-0,O=[N+]([O-])c1cccc(c1C)C,2.83
83-42-1,O=[N+]([O-])c1cccc(c1C)Cl,3.09
83-44-3,O=C(O)CCC(C)C2CCC3C4CCC1CC(O)CCC1(C)C4(CC(O)C23(C)),3.5
83-54-5,O=C1C=CN(c2ccccc12)C,0.44
83-56-7,Oc1cccc2c(O)cccc12,1.94
83-79-4,O=C3c5ccc1OC(C(=C)C)Cc1c5(OC4COc2cc(OC)c(OC)cc2C34),4.1
83-88-5,O=C3N=C2C(=Nc1cc(c(cc1N2CC(O)C(O)C(O)CO)C)C)C(=O)N3,-1.46
83-98-7,O(CCN(C)C)C(c1ccccc1)c2ccccc2C,3.77
84-01-5,c1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCN(CC)CC,6.46
84-04-8,O=C(N)C4CCN(CCCN3c1ccccc1Sc2ccc(cc23)Cl)CC4,4.44
84-11-7,O=C2C(=O)c1ccccc1c3ccccc23,2.52
84-51-5,O=C1c3ccccc3(C(=O)c2cc(ccc12)CC),4.37
84-65-1,O=C1c3ccccc3(C(=O)c2ccccc12),3.39
84-69-5,O=C(OCC(C)C)c1ccccc1(C(=O)OCC(C)C),4.11
84-74-2,O=C(OCCCC)c1ccccc1(C(=O)OCCCC),4.5
84-75-3,O=C(OCCCCCC)c1ccccc1(C(=O)OCCCCCC),6.82
84-87-7,O=S(=O)(O)c2ccc(O)c1ccccc12,-0.44
84-96-8,c1ccc3c(c1)N(c2ccccc2S3)CC(C)CN(C)C,4.71
84-97-9,c1ccc3c(c1)N(c2ccccc2S3)CCCN4CCN(C)CC4,4
85-01-8,c1ccc3c(c1)ccc2ccccc23,4.46
85-02-9,n1cccc3c1ccc2ccccc23,3.43
85-34-7,O=C(O)Cc1c(ccc(c1Cl)Cl)Cl,3.2
85-41-6,O=C1NC(=O)c2ccccc12,1.15
85-44-9,O=C1OC(=O)c2ccccc12,1.6
85-45-0,O=[N+]([O-])c1cccc(N)c1(OC),1.78
85-68-7,O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC),4.73
85-79-0,O=C(NCCN(CC)CC)c2cc(nc1ccccc12)OCCCC,4.4
85-81-4,O=[N+]([O-])c2cc(OC)cc1cccnc12,1.87
86-28-2,c1ccc3c(c1)c2ccccc2n3CC,4.49
86-30-6,O=NN(c1ccccc1)c2ccccc2,3.13
86-35-1,O=C2NC(c1ccccc1)C(=O)N2CC,1.05
86-50-0,O=C1c2ccccc2(N=NN1CSP(OC)(OC)=S),2.75
86-54-4,n1nc(NN)c2ccccc2(c1),1
86-55-5,O=C(O)c2cccc1ccccc12,3.1
86-56-6,c1ccc2c(c1)cccc2N(C)C,3.46
86-57-7,O=[N+]([O-])c2cccc1ccccc12,3.19
86-73-7,c1ccc3c(c1)c2ccccc2C3,4.18
86-74-8,c1ccc3c(c1)[nH]c2ccccc23,3.72
86-81-7,O=Cc1cc(OC)c(OC)c(OC)c1,1.39
86-87-3,O=C(O)Cc2cccc1ccccc12,2.24
86-88-4,NC(Nc2cccc1ccccc12)=S,1.65
86-96-4,O=C1NC(=O)c2ccccc2(N1),0.77
86-98-6,n1ccc(c2ccc(cc12)Cl)Cl,3.57
87-08-1,O=C(O)C3N2C(=O)C(NC(=O)COc1ccccc1)C2SC3(C)(C),2.09
87-17-2,O=C(Nc1ccccc1)c2ccccc2(O),3.27
87-33-2,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,1.31
87-40-1,O(c1c(cc(cc1Cl)Cl)Cl)C,4.11
87-41-2,O=C1OCc2ccccc12,0.8
87-51-4,O=C(O)Cc2c[nH]c1ccccc12,1.41
87-62-7,Nc1c(cccc1C)C,1.84
87-64-9,Oc1c(cccc1Cl)C,2.8
87-65-0,Oc1c(cccc1Cl)Cl,2.75
87-68-3,C(C(=C(Cl)Cl)Cl)(=C(Cl)Cl)Cl,4.78
87-82-1,c1(c(c(c(c(c1Br)Br)Br)Br)Br)Br,6.07
87-84-3,C1(C(C(C(C(C1Br)Br)Br)Br)Br)Cl,4.72
87-85-4,c1(c(c(c(c(c1C)C)C)C)C)C,5.11
87-86-5,Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,5.12
87-91-2,O=C(OCC)C(O)C(O)C(=O)OCC,-0.29
88-04-0,Oc1cc(c(c(c1)C)Cl)C,3.27
88-06-2,Oc1c(cc(cc1Cl)Cl)Cl,3.69
88-09-5,O=C(O)C(CC)CC,1.68
88-12-0,O=C1N(C=C)CCC1,0.37
88-13-1,O=C(O)c1ccsc1,1.5
88-14-2,O=C(O)c1occc1,0.64
88-15-3,O=C(c1cccs1)C,1.25
88-16-4,FC(F)(F)c1ccccc1Cl,3.53
88-17-5,FC(F)(F)c1ccccc1(N),2.41
88-18-6,Oc1ccccc1C(C)(C)C,3.31
88-19-7,O=S(=O)(N)c1ccccc1C,0.84
88-65-3,O=C(O)c1ccccc1Br,2.2
88-67-5,O=C(O)c1ccccc1I,2.4
88-68-6,O=C(N)c1ccccc1(N),0.35
88-69-7,Oc1ccccc1C(C)C,2.88
88-75-5,O=[N+]([O-])c1ccccc1(O),1.79
88-85-7,O=[N+]([O-])c1cc(c(O)c(c1)C(C)CC)[N+](=O)[O-],3.56
88-89-1,O=[N+]([O-])c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-],1.33
88-96-0,O=C(N)c1ccccc1(C(=O)N),-1.73
88-99-3,O=C(O)c1ccccc1(C(=O)O),0.73
89-24-7,O=C1NC(=O)C(N1)c2ccccc2,0.46
89-52-1,O=C(O)c1ccccc1(NC(=O)C),1.88
89-55-4,O=C(O)c1cc(ccc1(O))Br,3.23
89-56-5,O=C(O)c1cc(ccc1(O))C,2.78
89-59-8,O=[N+]([O-])c1cc(ccc1C)Cl,3.05
89-61-2,O=[N+]([O-])c1cc(ccc1Cl)Cl,3.09
89-63-4,O=[N+]([O-])c1cc(ccc1(N))Cl,2.72
89-64-5,O=[N+]([O-])c1cc(ccc1(O))Cl,2.46
89-68-9,Oc1cc(c(cc1C(C)C)Cl)C,3.92
89-71-4,O=C(OC)c1ccccc1C,2.75
89-72-5,Oc1ccccc1C(C)CC,3.27
89-78-1,OC1CC(C)CCC1(C(C)C),3.33
89-81-6,O=C1C=C(C)CCC1C(C)C,2.85
89-82-7,O=C1C(=C(C)C)CCC(C)C1,3.08
90-00-6,Oc1ccccc1CC,2.47
90-01-7,Oc1ccccc1CO,0.73
90-02-8,O=Cc1ccccc1(O),1.81
90-03-9,Oc1ccccc1[Hg]Cl,1.51
90-04-0,O(c1ccccc1(N))C,1.18
90-05-1,Oc1ccccc1(OC),1.32
90-12-0,c1ccc2c(c1)cccc2C,3.87
90-13-1,c1ccc2c(c1)cccc2Cl,3.9
90-15-3,Oc1cccc2ccccc12,2.85
90-30-2,c1ccc(cc1)Nc3cccc2ccccc23,4.2
90-33-5,O=C2Oc1cc(O)ccc1C(=C2)C,1.9
90-41-5,Nc1ccccc1c2ccccc2,2.84
90-43-7,Oc1ccccc1c2ccccc2,3.09
90-44-8,O=C2c1ccccc1Cc3ccccc23,3.66
90-47-1,O=C1c3ccccc3(Oc2ccccc12),3.39
90-64-2,O=C(O)C(O)c1ccccc1,0.62
90-82-4,OC(c1ccccc1)C(NC)C,1.01
90-94-8,O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C,3.87
91-01-0,OC(c1ccccc1)c2ccccc2,2.67
91-02-1,O=C(c1ncccc1)c2ccccc2,1.88
91-10-1,Oc1c(OC)cccc1(OC),1.15
91-15-6,N#Cc1ccccc1(C#N),0.99
91-16-7,O(c1ccccc1(OC))C,1.6
91-18-9,n1cnc2nccnc2(c1),-0.58
91-19-0,n1ccnc2ccccc12,1.32
91-20-3,c1ccc2ccccc2(c1),3.3
91-22-5,n1cccc2ccccc12,2.03
91-23-6,O=[N+]([O-])c1ccccc1(OC),1.73
91-40-7,O=C(O)c2ccccc2(Nc1ccccc1),4.36
91-46-3,O(c1cc(ccc1C(C)C)C)CCN(C)C,3.79
91-55-4,c1ccc2c(c1)[nH]c(c2C)C,3.05
91-56-5,O=C1Nc2ccccc2(C1(=O)),0.83
91-57-6,c1ccc2cc(ccc2(c1))C,3.86
91-58-7,c1ccc2cc(ccc2(c1))Cl,3.98
91-59-8,Nc1ccc2ccccc2(c1),2.28
91-62-3,n1cccc2cc(ccc12)C,2.57
91-63-4,n1c2ccccc2(ccc1C),2.59
91-66-7,c1ccc(cc1)N(CC)CC,3.31
91-76-9,n1c(nc(nc1N)c2ccccc2)N,1.36
91-80-5,n1ccccc1N(Cc2cccs2)CCN(C)C,2.87
91-84-9,n1ccccc1N(Cc2ccc(OC)cc2)CCN(C)C,3.27
91-94-1,Nc1ccc(cc1Cl)c2ccc(N)c(c2)Cl,3.51
91-96-3,O=C(Nc1ccc(cc1C)c2ccc(NC(=O)CC(=O)C)c(c2)C)CC(=O)C,1.75
92-24-0,c1ccc2cc3cc4ccccc4(cc3(cc2(c1))),5.76
92-43-3,O=C2NN(c1ccccc1)CC2,0.89
92-44-4,Oc1cc2ccccc2(cc1(O)),2.24
92-50-2,OCCN(c1ccccc1)CC,2.1
92-52-4,c1ccc(cc1)c2ccccc2,3.98
92-53-5,O2CCN(c1ccccc1)CC2,1.36
92-54-6,c1ccc(cc1)N2CCNCC2,1.1
92-55-7,O=C(OC(OC(=O)C)c1oc(cc1)[N+](=O)[O-])C,1.06
92-62-6,n1c3cc(N)ccc3(cc2ccc(N)cc12),1.83
92-66-0,c1ccc(cc1)c2ccc(cc2)Br,4.96
92-67-1,Nc1ccc(cc1)c2ccccc2,2.86
92-69-3,Oc1ccc(cc1)c2ccccc2,3.2
92-70-6,O=C(O)c1cc2ccccc2(cc1(O)),3.05
92-71-7,n1cc(oc1c2ccccc2)c3ccccc3,4.67
92-82-0,n1c3ccccc3(nc2ccccc12),2.84
92-83-1,O2c1ccccc1Cc3ccccc23,4.23
92-84-2,c1ccc3c(c1)Nc2ccccc2S3,4.15
92-85-3,c1ccc3c(c1)Sc2ccccc2S3,4.47
92-86-4,c1cc(ccc1c2ccc(cc2)Br)Br,5.72
92-87-5,Nc1ccc(cc1)c2ccc(N)cc2,1.34
92-92-2,O=C(O)c1ccc(cc1)c2ccccc2,3.75
92-93-3,O=[N+]([O-])c1ccc(cc1)c2ccccc2,3.82
92-94-4,c1ccc(cc1)c2ccc(cc2)c3ccccc3,6.03
93-02-7,O=Cc1cc(OC)ccc1(OC),1.91
93-04-9,O(c1ccc2ccccc2(c1))C,3.47
93-07-2,O=C(O)c1ccc(OC)c(OC)c1,1.61
93-09-4,O=C(O)c1ccc2ccccc2(c1),3.28
93-14-1,OCC(O)COc1ccccc1(OC),1.39
93-55-0,O=C(c1ccccc1)CC,2.19
93-58-3,O=C(OC)c1ccccc1,2.12
93-60-7,O=C(OC)c1cnccc1,0.83
93-61-8,O=CN(c1ccccc1)C,1.09
93-65-2,O=C(O)C(Oc1ccc(cc1C)Cl)C,3.13
93-72-1,O=C(O)C(Oc1cc(c(cc1Cl)Cl)Cl)C,3.8
93-76-5,O=C(O)COc1cc(c(cc1Cl)Cl)Cl,3.31
93-79-8,O=C(OCCCC)COc1cc(c(cc1Cl)Cl)Cl,4.81
93-97-0,O=C(OC(=O)c1ccccc1)c2ccccc2,2.26
93-98-1,O=C(Nc1ccccc1)c2ccccc2,2.62
93-99-2,O=C(Oc1ccccc1)c2ccccc2,3.59
94-02-0,O=C(OCC)CC(=O)c1ccccc1,1.87
94-07-5,Oc1ccc(cc1)C(O)CNC,-0.45
94-09-7,O=C(OCC)c1ccc(N)cc1,1.86
94-12-2,O=C(OCCC)c1ccc(N)cc1,2.43
94-13-3,O=C(OCCC)c1ccc(O)cc1,3.04
94-18-8,O=C(OCc1ccccc1)c2ccc(O)cc2,3.56
94-19-9,O=S(=O)(Nc1nnc(CC)s1)c2ccc(N)cc2,1.01
94-20-2,O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl,2.27
94-24-6,O=C(OCCN(C)C)c1ccc(cc1)NCCCC,3.51
94-25-7,O=C(OCCCC)c1ccc(N)cc1,2.87
94-26-8,O=C(OCCCC)c1ccc(O)cc1,3.57
94-33-7,O=C(OCCO)c1ccccc1,1.12
94-36-0,O=C(OOC(=O)c1ccccc1)c2ccccc2,3.46
94-41-7,O=C(C=Cc1ccccc1)c2ccccc2,3.08
94-44-0,O=C(OCc1ccccc1)c2cnccc2,2.4
94-46-2,O=C(OCCC(C)C)c1ccccc1,4.15
94-47-3,O=C(OCCc1ccccc1)c2ccccc2,4.01
94-71-3,Oc1ccccc1(OCC),1.68
94-74-6,O=C(O)COc1ccc(cc1C)Cl,3.25
94-75-7,O=C(O)COc1ccc(cc1Cl)Cl,2.81
94-82-6,O=C(O)CCCOc1ccc(cc1Cl)Cl,3.53
94-99-5,c1cc(c(cc1Cl)Cl)CCl,3.82
95-13-6,c1ccc2c(c1)C=CC2,2.92
95-14-7,n1nc2ccccc2([nH]1),1.44
95-15-8,c1ccc2c(c1)ccs2,3.12
95-16-9,n1csc2ccccc12,2.01
95-20-5,c1ccc2[nH]c(cc2(c1))C,2.53
95-47-6,c1ccc(c(c1)C)C,3.12
95-48-7,Oc1ccccc1C,1.95
95-49-8,c1ccc(c(c1)C)Cl,3.42
95-50-1,c1ccc(c(c1)Cl)Cl,3.43
95-51-2,Nc1ccccc1Cl,1.9
95-53-4,Nc1ccccc1C,1.32
95-54-5,Nc1ccccc1(N),0.15
95-55-6,Oc1ccccc1(N),0.62
95-56-7,Oc1ccccc1Br,2.35
95-57-8,Oc1ccccc1Cl,2.15
95-62-5,NC2CC2(c1ccccc1),1.54
95-63-6,c1cc(c(cc1C)C)C,3.63
95-64-7,Nc1ccc(c(c1)C)C,1.84
95-65-8,Oc1ccc(c(c1)C)C,2.23
95-71-6,Oc1ccc(O)c(c1)C,0.91
95-72-7,c1cc(c(cc1C)Cl)C,3.86
95-76-1,Nc1ccc(c(c1)Cl)Cl,2.69
95-77-2,Oc1ccc(c(c1)Cl)Cl,3.33
95-80-7,Nc1ccc(c(N)c1)C,0.14
95-83-0,Nc1ccc(cc1(N))Cl,1.28
95-84-1,Oc1ccc(cc1(N))C,1.16
95-85-2,Oc1ccc(cc1(N))Cl,1.81
95-87-4,Oc1cc(ccc1C)C,2.33
95-88-5,Oc1ccc(c(O)c1)Cl,1.8
95-89-6,n1cc(nc(c1C)Cl)C,1.5
95-92-1,O=C(OCC)C(=O)OCC,0.56
95-93-2,c1c(c(cc(c1C)C)C)C,4
95-95-4,Oc1cc(c(cc1Cl)Cl)Cl,3.72
96-09-3,O1CC1c2ccccc2,1.61
96-12-8,C(C(CBr)Br)Cl,2.96
96-14-0,CCC(C)CC,3.6
96-18-4,C(C(CCl)Cl)Cl,2.27
96-22-0,O=C(CC)CC,0.99
96-29-7,ON=C(C)CC,0.63
96-31-1,O=C(NC)NC,-0.49
96-33-3,O=C(OC)C=C,0.8
96-43-5,c1cc(Cl)sc1,2.54
96-45-7,N1C(NCC1)=S,-0.66
96-48-0,O=C1OCCC1,-0.64
96-50-4,n1ccsc1N,0.38
96-54-8,c1ccn(c1)C,1.21
96-64-0,O=P(F)(OC(C)C(C)(C)C)C,1.78
96-76-4,Oc1ccc(cc1C(C)(C)C)C(C)(C)C,5.19
96-88-8,O=C(Nc1c(cccc1C)C)C2N(C)CCCC2,1.95
96-91-3,O=[N+]([O-])c1cc(N)c(O)c(c1)[N+](=O)[O-],0.93
96-96-8,O=[N+]([O-])c1cc(OC)ccc1(N),1.94
96-97-9,O=C(O)c1cc(ccc1(O))[N+](=O)[O-],2.34
97-00-7,O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])Cl,2.17
97-09-6,O=[N+]([O-])c1cc(ccc1Cl)S(=O)(=O)N,0.66
97-17-6,O(c1ccc(cc1Cl)Cl)P(OCC)(OCC)=S,5.14
97-23-4,Oc1ccc(cc1Cc2cc(ccc2(O))Cl)Cl,4.26
97-31-4,Oc1ccc(cc1(OC))C(O)CN,-1.05
97-53-0,Oc1ccc(cc1(OC))CC=C,2.27
97-54-1,Oc1ccc(C=CC)cc1(OC),3.04
97-61-0,O=C(O)C(C)CCC,1.8
97-63-2,O=C(OCC)C(=C)C,1.94
97-77-8,C(N(CC)CC)(=S)SSC(N(CC)CC)=S,3.88
97-86-9,O=C(OCC(C)C)C(=C)C,2.66
97-88-1,O=C(OCCCC)C(=C)C,2.88
98-00-0,OCc1occc1,0.28
98-01-1,O=Cc1occc1,0.41
98-05-5,O=[As](O)(O)c1ccccc1,0.06
98-06-6,c1ccc(cc1)C(C)(C)C,4.11
98-10-2,O=S(=O)(N)c1ccccc1,0.31
98-16-8,FC(F)(F)c1cccc(N)c1,2.29
98-17-9,FC(F)(F)c1cccc(O)c1,2.95
98-18-0,O=S(=O)(N)c1cccc(N)c1,-0.38
98-46-4,O=[N+]([O-])c1cccc(c1)C(F)(F)F,2.62
98-51-1,c1cc(ccc1C)C(C)(C)C,5.17
98-54-4,Oc1ccc(cc1)C(C)(C)C,3.31
98-55-5,OC(C)(C)C1CC=C(C)CC1,3.13
98-57-7,O=S(=O)(c1ccc(cc1)Cl)C,1.06
98-64-6,O=S(=O)(N)c1ccc(cc1)Cl,1.15
98-73-7,O=C(O)c1ccc(cc1)C(C)(C)C,3.85
98-80-6,OB(O)c1ccccc1,1.58
98-82-8,c1ccc(cc1)C(C)C,3.66
98-83-9,C=C(c1ccccc1)C,3.48
98-86-2,O=C(c1ccccc1)C,1.58
98-89-5,O=C(O)C1CCCCC1,1.96
98-92-0,O=C(N)c1cnccc1,-0.37
98-95-3,O=[N+]([O-])c1ccccc1,1.85
98-96-4,O=C(N)c1nccnc1,-0.6
98-98-6,O=C(O)c1ncccc1,0.72
99-02-5,O=C(c1cccc(c1)Cl)C,2.51
99-03-6,O=C(c1cccc(N)c1)C,0.83
99-04-7,O=C(O)c1cccc(c1)C,2.37
99-05-8,O=C(O)c1cccc(N)c1,0.65
99-06-9,O=C(O)c1cccc(O)c1,1.5
99-07-0,Oc1cccc(c1)N(C)C,1.56
99-10-5,O=C(O)c1cc(O)cc(O)c1,0.86
99-24-1,O=C(OC)c1cc(O)c(O)c(O)c1,0.86
99-28-5,O=[N+]([O-])c1cc(c(O)c(c1)Br)Br,3.57
99-30-9,O=[N+]([O-])c1cc(c(N)c(c1)Cl)Cl,2.8
99-34-3,O=C(O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.55
99-35-4,O=[N+]([O-])c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.18
99-36-5,O=C(OC)c1cccc(c1)C,2.77
99-48-9,OC1C(=CCC(C(=C)C)C1)C,3.12
99-50-3,O=C(O)c1ccc(O)c(O)c1,0.86
99-51-4,O=[N+]([O-])c1ccc(c(c1)C)C,2.91
99-55-8,O=[N+]([O-])c1ccc(c(N)c1)C,1.87
99-56-9,O=[N+]([O-])c1ccc(N)c(N)c1,0.88
99-57-0,O=[N+]([O-])c1ccc(O)c(N)c1,1.26
99-59-2,O=[N+]([O-])c1ccc(OC)c(N)c1,1.47
99-60-5,O=C(O)c1ccc(cc1Cl)[N+](=O)[O-],2.03
99-61-6,O=Cc1cccc(c1)[N+](=O)[O-],1.47
99-65-0,O=[N+]([O-])c1cccc(c1)[N+](=O)[O-],1.49
99-66-1,O=C(O)C(CCC)CCC,2.75
99-71-8,Oc1ccc(cc1)C(C)CC,3.08
99-75-2,O=C(OC)c1ccc(cc1)C,2.7
99-76-3,O=C(OC)c1ccc(O)cc1,1.96
99-77-4,O=C(OCC)c1ccc(cc1)[N+](=O)[O-],2.33
99-82-1,CC1CCC(CC1)C(C)C,5.56
99-85-4,C1=C(C)CC=C(C1)C(C)C,4.5
99-86-5,C=1C=C(CCC=1C)C(C)C,4.25
99-87-6,c1cc(ccc1C)C(C)C,4.1
99-88-7,Nc1ccc(cc1)C(C)C,2.49
99-89-8,Oc1ccc(cc1)C(C)C,2.9
99-90-1,O=C(c1ccc(cc1)Br)C,2.43
99-91-2,O=C(c1ccc(cc1)Cl)C,2.32
99-93-4,O=C(c1ccc(O)cc1)C,1.35
99-94-5,O=C(O)c1ccc(cc1)C,2.27
99-96-7,O=C(O)c1ccc(O)cc1,1.58
99-97-8,c1cc(ccc1N(C)C)C,2.81
99-99-0,O=[N+]([O-])c1ccc(cc1)C,2.37
100-02-7,O=[N+]([O-])c1ccc(O)cc1,1.91
100-06-1,O=C(c1ccc(OC)cc1)C,1.74
100-09-4,O=C(O)c1ccc(OC)cc1,1.96
100-10-7,O=Cc1ccc(cc1)N(C)C,1.81
100-12-9,O=[N+]([O-])c1ccc(cc1)CC,3.03
100-15-2,O=[N+]([O-])c1ccc(cc1)NC,2.04
100-16-3,O=[N+]([O-])c1ccc(cc1)NN,1.41
100-17-4,O=[N+]([O-])c1ccc(OC)cc1,2.03
100-19-6,O=C(c1ccc(cc1)[N+](=O)[O-])C,1.53
100-21-0,O=C(O)c1ccc(cc1)C(=O)O,2
100-23-2,O=[N+]([O-])c1ccc(cc1)N(C)C,2.27
100-25-4,O=[N+]([O-])c1ccc(cc1)[N+](=O)[O-],1.46
100-27-6,O=[N+]([O-])c1ccc(cc1)CCO,1.12
100-29-8,O=[N+]([O-])c1ccc(OCC)cc1,2.53
100-36-7,NCCN(CC)CC,0.21
100-39-0,c1ccc(cc1)CBr,2.92
100-40-3,C=CC1CC=CCC1,3.93
100-41-4,c1ccc(cc1)CC,3.15
100-42-5,C=Cc1ccccc1,2.95
100-44-7,c1ccc(cc1)CCl,2.3
100-46-9,NCc1ccccc1,1.09
100-47-0,N#Cc1ccccc1,1.56
100-51-6,OCc1ccccc1,1.1
100-52-7,O=Cc1ccccc1,1.48
100-54-9,N#Cc1cnccc1,0.36
100-55-0,OCc1cnccc1,-0.02
100-56-1,c1ccc(cc1)[Hg]Cl,1.78
100-61-8,c1ccc(cc1)NC,1.66
100-63-0,NNc1ccccc1,1.25
100-64-1,ON=C1CCCCC1,0.84
100-65-2,ONc1ccccc1,0.79
100-66-3,O(c1ccccc1)C,2.11
100-68-5,c1ccc(cc1)SC,2.74
100-69-6,n1ccccc1C=C,1.54
100-70-9,N#Cc1ncccc1,0.45
100-71-0,n1ccccc1CC,1.69
100-75-4,O=NN1CCCCC1,0.36
100-76-5,N12(CCC(CC1)CC2),1.38
100-83-4,O=Cc1cccc(O)c1,1.29
100-84-5,O(c1cccc(c1)C)C,2.66
101-05-3,n1c(nc(nc1Cl)Cl)Nc2ccccc2Cl,3.88
101-14-4,Nc1ccc(cc1Cl)Cc2ccc(N)c(c2)Cl,3.91
101-21-3,O=C(OC(C)C)Nc1cccc(c1)Cl,3.51
101-41-7,O=C(OC)Cc1ccccc1,1.83
101-42-8,O=C(Nc1ccccc1)N(C)C,0.98
101-43-9,O=C(OC1CCCCC1)C(=C)C,3.13
101-53-1,Oc1ccc(cc1)Cc2ccccc2,3.47
101-77-9,Nc1ccc(cc1)Cc2ccc(N)cc2,1.59
101-80-4,O(c1ccc(N)cc1)c2ccc(N)cc2,1.36
101-81-5,c1ccc(cc1)Cc2ccccc2,4.14
101-84-8,O(c1ccccc1)c2ccccc2,4.21
101-97-3,O=C(OCC)Cc1ccccc1,2.28
101-99-5,O=C(OCC)Nc1ccccc1,2.3
102-03-4,O=C(Nc1ccccc1)NC(=O)C,1.6
102-07-8,O=C(Nc1ccccc1)Nc2ccccc2,3
102-09-0,O=C(Oc1ccccc1)Oc2ccccc2,3.28
102-29-4,O=C(Oc1cccc(O)c1)C,1.23
102-32-9,O=C(O)Cc1ccc(O)c(O)c1,0.98
102-37-4,O=C(OCC)C=Cc1ccc(O)c(O)c1,2.56
102-38-5,O=CNc1cccc(c1)[N+](=O)[O-],1.4
102-56-7,O(c1ccc(OC)c(N)c1)C,1.2
102-70-5,C=CCN(CC=C)CC=C,2.59
102-71-6,OCCN(CCO)CCO,-1
102-76-1,O=C(OCC(OC(=O)C)COC(=O)C)C,0.25
102-93-2,O=C(N)CCc1ccccc1,0.91
102-96-5,O=[N+]([O-])C=Cc1ccccc1,2.11
102-97-6,c1ccc(cc1)CNC(C)C,1.83
103-01-5,O=C(O)CNc1ccccc1,0.62
103-03-7,O=C(N)NNc1ccccc1,0.13
103-04-8,O=C(O)CSc1ccccc1,1.88
103-26-4,O=C(OC)C=Cc1ccccc1,2.62
103-29-7,c1ccc(cc1)CCc2ccccc2,4.79
103-30-0,c1ccc(cc1)C=Cc2ccccc2,4.81
103-32-2,c1ccc(cc1)NCc2ccccc2,3.13
103-33-3,N(=Nc1ccccc1)c2ccccc2,3.82
103-36-6,O=C(OCC)C=Cc1ccccc1,2.99
103-38-8,O=C(OCc1ccccc1)CC(C)C,3.26
103-45-7,O=C(OCCc1ccccc1)C,2.3
103-46-8,O=C(O)CSCc1ccccc1,2.1
103-49-1,c1ccc(cc1)CNCc2ccccc2,2.67
103-50-4,O(Cc1ccccc1)Cc2ccccc2,3.31
103-63-9,c1ccc(cc1)CCBr,3.09
103-65-1,c1ccc(cc1)CCC,3.69
103-67-3,c1ccc(cc1)CNC,1.52
